url,status_code,content_length,num_links,num_forms,num_inputs,contains_js,num_query_params,avg_param_name_len,server_header_len
https://owasp.org/operational/conflict-of-interest.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/election.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/donations.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/events-timeline.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/events.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/general-disclaimer.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/force-majeure-sanctions.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/program-team.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/grants.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/policy-changes.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/mailing-list.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/mark-usage-guidelines.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/membership.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/projects.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/signatory2.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/social-media.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/operational/whistleblower.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-security-shepherd&title=OWASP+Security+Shepherd,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/operational/working-groups.html,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-webgoat&title=OWASP+WebGoat,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-crapi&title=OWASP+crAPI,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/www.google.com,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/chapters,200,77306112,337,0,0,1,0,0.0,0
https://owasp.org/blog/2025/08/20/blood-donation-drive.html,200,32296,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/08/11/cyclonedx-projects-in-github-sosf.html,200,34561,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/06/28/InfoSecMap.html,200,31828,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/05/12/GSoC-2025.html,200,31834,43,0,0,1,0,0.0,0
https://owasp.org/blog/2025/05/06/AI-Exchage-Regulation.html,200,36866,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/04/09/asvs-rc1-review.html,200,32691,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/04/17/owasp-global-vulnerability-intelligence.html,200,34615,38,0,0,1,0,0.0,0
https://owasp.org/blog/2025/03/06/owasp-education-and-training-committee-update.html,200,30771,37,0,0,1,0,0.0,0
https://owasp.org/blog/2025/01/29/juice-shop-leadership.html,200,36221,41,0,0,1,0,0.0,0
https://owasp.org/blog/2025/02/24/advisory-on-implementation-of-software-bill-of-materials-for-vulnerability-management.html,200,509115,37,0,0,1,0,0.0,0
https://owasp.org/blog/2024/11/26/lifecycle-events-are-part-of-the-secure-supply-chain.html,200,34671,39,0,0,1,0,0.0,0
https://owasp.org/blog/2024/10/30/owaspfoundation-org-emails.html,200,35165,38,0,0,1,0,0.0,0
https://owasp.org/blog/2024/11/12/more-than-a-password-day-2024.html,200,32271,37,0,0,1,0,0.0,0
https://owasp.org/blog/2024/10/02/Securing-React-Native-Mobile-Apps-with-OWASP-MAS.html,200,36021,41,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-cheat-sheets&title=OWASP+Cheat+Sheet+Series,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/blog/2024/08/01/owasp-email-problems.html,200,32698,37,0,0,1,0,0.0,0
https://owasp.org/blog/2024/07/09/new-coi-and-bylaws.html,200,34530,38,0,0,1,0,0.0,0
https://owasp.org/CONTRIBUTOR-V1.md,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-committee-project&title=OWASP+Project+Committee,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/www-community/initiatives/gsoc/,200,31956,48,0,0,1,0,0.0,0
https://owasp.org/www-project-internet-of-things/,200,47885,33,0,0,1,0,0.0,0
https://owasp.org/www-policy/operational/donations,200,38589,50,0,0,1,0,0.0,0
https://owasp.org/www-project-aibom/,200,27383,17,1,1,1,0,0.0,0
https://owasp.org/www-project-api-governance/,200,32793,24,0,0,1,0,0.0,0
https://owasp.org/www-project-bullet-proof-react/,200,33099,31,0,0,1,0,0.0,0
https://owasp.org/www-project-automotive-emb-60/,200,31388,26,1,1,1,0,0.0,0
https://owasp.org/www-project-continuous-penetration-testing-framework/,200,34232,32,1,13,1,0,0.0,0
https://owasp.org/www-project-cyber-defense-framework/,200,30712,21,1,1,1,0,0.0,0
https://owasp.org/www-project-cwe-toolkit/,200,32077,26,1,1,1,0,0.0,0
https://owasp.org/www-project-core-business-application-security/,200,72521,47,0,0,1,0,0.0,0
https://owasp.org/www-project-dpd/,200,34870,25,1,1,1,0,0.0,0
https://owasp.org/www-project-developer-outreach-program/,200,50317,36,0,0,1,0,0.0,0
https://owasp.org/www-project-ebpfshield/,200,37116,27,0,0,1,0,0.0,0
https://owasp.org/www-project-forensics-testing-guide/,200,32566,31,0,0,1,0,0.0,0
https://owasp.org/www-project-ide-vulscanner/,200,33371,25,0,0,1,0,0.0,0
https://owasp.org/www-project-how-to-get-into-appsec/,200,32974,27,0,0,1,0,0.0,0
https://owasp.org/www-project-kubefim/,200,33057,21,0,0,1,0,0.0,0
https://owasp.org/www-project-iot-security-verification-standard/,200,31037,23,1,1,1,0,0.0,0
https://owasp.org/www-project-kubernetes-scanner/,200,33182,28,1,1,1,0,0.0,0
https://owasp.org/www-project-mlsecops-verification-standard/,200,34088,24,1,1,1,0,0.0,0
https://owasp.org/www-project-kubernetes-top-ten/,200,35596,32,0,0,1,0,0.0,0
https://owasp.org/www-project-kubernetes-security-testing-guide/,200,34973,27,0,0,1,0,0.0,0
https://owasp.org/www-project-open-security-information-base/,200,35765,24,0,0,1,0,0.0,0
https://owasp.org/www-project-open-source-security-application-platform/,200,32511,32,0,0,1,0,0.0,0
https://owasp.org/www-project-nightingale/,200,52511,24,0,0,1,0,0.0,0
https://owasp.org/www-project-privacy-toolkit/,200,37534,30,0,0,1,0,0.0,0
https://owasp.org/www-project-pygoat/,200,31705,22,0,0,1,0,0.0,0
https://owasp.org/www-project-sbom-forum/,200,45944,51,0,0,1,0,0.0,0
https://owasp.org/www-project-security-champions-guidebook/,200,38423,26,0,0,1,0,0.0,0
https://owasp.org/www-project-scan-it/,200,36608,28,1,1,1,0,0.0,0
https://owasp.org/www-project-software-pre-execution-security-review/,200,31907,32,1,1,1,0,0.0,0
https://owasp.org/www-project-testability-patterns-for-web-applications/,200,41625,20,0,0,1,0,0.0,0
https://owasp.org/www-project-spvs/,200,40042,19,0,0,1,0,0.0,0
https://owasp.org/www-project-thick-client-top-10/,200,32115,33,1,1,1,0,0.0,0
https://owasp.org/www-project-vulnerable-container-hub/,200,31632,30,1,1,1,0,0.0,0
https://owasp.org/www-project-vulnerability-management-center/,200,34567,20,0,0,1,0,0.0,0
https://owasp.org/www-project-vulnerable-flask-app/,200,31432,28,1,1,1,0,0.0,0
https://owasp.org/www-project-devguard/,200,60073,33,0,0,1,0,0.0,0
https://owasp.org/www-project-llm-prompt-hacking/,200,33068,24,0,0,1,0,0.0,0
https://owasp.org/www-project-wafec/,200,32247,27,0,0,1,0,0.0,0
https://owasp.org/www-project-qraclib/,200,34470,22,0,0,1,0,0.0,0
https://owasp.org/www-project-solana-programs-top-10/,200,39059,26,0,0,1,0,0.0,0
https://owasp.org/www-project-product-security-guide/,200,48869,30,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-amass&title=OWASP+Amass,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/www-project-top-10-infrastructure-security-risks/,200,46482,41,0,0,1,0,0.0,0
https://owasp.org/www-project-thick-client-application-security-verification-standard/,200,34559,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-cyclonedx&title=OWASP+CycloneDX+%28ECMA-424%29,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-defectdojo&title=OWASP+Defectdojo,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-dependency-check&title=OWASP+Dependency-Check,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/scvs,200,627,1,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-dependency-track&title=OWASP+Dependency-Track,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-modsecurity-core-rule-set&title=OWASP+CRS,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/www-community/Component_Analysis,200,62886,31,0,0,1,0,0.0,0
https://owasp.org/assets/images/sponsors/SwissPost.png,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-mobile-app-security&title=OWASP+Mobile+Application+Security,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-web-security-testing-guide&title=OWASP+Web+Security+Testing+Guide,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/stable/,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/v42/,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/latest/,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/v41/,404,29351,20,0,0,1,0,0.0,0
